"「020」番号帯利用について教えてください。",ContractBilling
"「070」で始まる電話番号は、何の電話番号ですか?",ContractBilling
"「ご契約内容確認のお願い」について教えてください。",ContractBilling
"「よくあるごQuestion(FAQ)」の使い方を教えてください。",ContractBilling
"「解約後のお知らせ」について教えてください。",ContractBilling
"CGMコンテンツ提供会社の指定する年齢に達していて、年齢認証をしたのに、コンテンツに制限がかかった場合はどうしたらいいですか?",ContractBilling
"MNP予約番号に、有効期限はありますか?",ContractBilling
"MNP予約番号は確認できますか?",ContractBilling
"MNP予約番号発行後に名義変更はできますか?",ContractBilling
"SIMカードの形状は、変更できますか?",ContractBilling
"SIMカードを、再発行・バージョン変更する場合の注意事項を教えてください。",ContractBilling
"SIMカードを紛失した場合、再発行はできますか?",ContractBilling
"SIMカード対応機種の、SIM情報設定方法について教えてください。",ContractBilling
"SIMロック解除ができる。",ContractBilling
"SIMロック解除について教えてください。",ContractBilling
"SIMロック解除の手続きは、どこでできますか?",ContractBilling
"SIMロック解除をした場合、携帯電話に保存されていたデータはどうなりますか?",ContractBilling
"SIMロック解除手数料について教えてください。",ContractBilling
"SIMロック解除機能を搭載しているの端末は、購入時にSIMロック解除はされていますか?",ContractBilling
"オンライン予約について教えてください。",ContractBilling
"ご利用者情報の登録について教えてください。",ContractBilling
"Serviceコーナーについて教えてください。",ContractBilling
"ショップの電話番号や住所などの、確認方法を教えてください。",ContractBilling
"ネットオークションや中古販売店で購入した携帯電話は、利用制限の対象でないことが確認できれば、ネットワーク利用制限がかかることはありませんか?",ContractBilling
"の回線契約がなくても、SIMロック解除できますか?",ContractBilling
"一括請求や一括送付Serviceを利用している場合、携帯電話・PHS番号ポータビリティ(MNP)の予約はできますか?",ContractBilling
"一括請求を組んだまま、解約携帯電話・PHS番号ポータビリティ(MNP)による解約はできますか?",ContractBilling
"一括請求を組んでいます。支払いを個別にする手続きは、どこでできますか?",ContractBilling
"不要になった携帯電話や付属品を回収していますか?",ContractBilling
"他社のSIMフリー端末でのServiceを利用したい場合、SIMカード(カード)を発行できますか?",ContractBilling
"以前利用していた携帯電話と同じ電話番号を、また利用することはできますか?",ContractBilling
"住所変更する場合、運転免許証や住民票の住所が旧住所でも手続きはできますか?",ContractBilling
"住所変更の手続きは、どこでできますか?",ContractBilling
"住所変更をした場合、口座振替の手続きは必要ですか?",ContractBilling
"個人名義で新規契約する場合、何が必要ですか?",ContractBilling
"分割払い(個別信用購入あっせん契約割賦販売契約)で携帯電話を購入する場合、ポイントポイント(期間・用途限定)ポイントは利用できますか?",ContractBilling
"分割払い(個別信用購入あっせん契約割賦販売契約)を利用中でも、機種変更はできますか?",ContractBilling
"利用中断中に、住所変更はできますか?",ContractBilling
"利用中断中に、名義変更の手続きはできますか?",ContractBilling
"利用者情報に登録した内容は、変更できますか?",ContractBilling
"区画整理市区町村の合併で住所が変更になった場合、に登録している住所や料金明細送付Serviceの送付先住所は、自動的に新しい住所に変更されますか?",ContractBilling
"友達から譲り受けた(もらった)の携帯電話で、新規契約機種変更契約変更はできますか?",ContractBilling
"取扱説明書は、どこで閲覧できますか?",ContractBilling
"名義変更した場合、アカウントのIDパスワードはどうなりますか?",ContractBilling
"名義変更した場合、メールアドレスはどうなりますか?",ContractBilling
"名義変更と同時に機種変更契約変更する場合、手数料はいくらですか?",ContractBilling
"名義変更について教えてください。",ContractBilling
"名義変更や承継の手続きをした場合、継続利用期間は引き継がれますか?",ContractBilling
"名義変更をした場合、ユーザIDパスワードやメールアドレスは引き継がれますか?",ContractBilling
"名義変更をした場合、口座振替クレジットカード払いはそのまま引き継がれますか?",ContractBilling
"名義変更をした場合、家族割引は継続できますか?",ContractBilling
"名義変更をした場合、登録していたマイメニューは引き継がれますか?",ContractBilling
"名義変更をした月の利用分は、譲り渡す人譲り受ける人のどちらに請求されますか?",ContractBilling
"名義変更をする場合、譲り渡す人譲り受ける人のどちらかのみの来店でも手続きできますか?",ContractBilling
"外国籍の方が新規契約する場合、何が必要ですか?",ContractBilling
"契約変更する場合に、引き継がれるServiceを教えてください。",ContractBilling
"契約者が死亡した場合、代理人が解約できますか?",ContractBilling
"委任状の書き方を教えてください。",ContractBilling
"委任状や同意書は、どこでもらえますか?",ContractBilling
"子どもの携帯電話を、親が解約することはできますか?",ContractBilling
"定期契約期間内に解約や廃止をすると、解約金がかかる料金プラン割引Serviceを教えてください。",ContractBilling
"家族割引を申込みしている場合、携帯電話・PHS番号ポータビリティ(MNP)の予約はできますか?",ContractBilling
"年齢判定Serviceについて教えてください。",ContractBilling
"年齢判定情報の通知可否を、コンテンツ提供会社ごとに設定する方法を教えてください。",ContractBilling
"承継について教えてください。",ContractBilling
"承継の手続きには何が必要ですか?",ContractBilling
"携帯電話・PHS番号ポータビリティ(MNP)で事業者間を移動する場合、メールアドレスはそのまま利用できますか?",ContractBilling
"携帯電話・PHS番号ポータビリティ(MNP)で事業者間を移動する場合、端末はそのまま利用できますか?",ContractBilling
"携帯電話・PHS番号ポータビリティ(MNP)について教えてください。",ContractBilling
"携帯電話・PHS番号ポータビリティ(MNP)による新規契約を検討中です。お得なServiceはありますか?",ContractBilling
"携帯電話・PHS番号ポータビリティ(MNP)の予約は、キャンセルできますか?",ContractBilling
"携帯電話・PHS番号ポータビリティ(MNP)の手数料はいくらですか?",ContractBilling
"携帯電話・PHS番号ポータビリティ(MNP)の手続きの手順を教えてください。",ContractBilling
"携帯電話・PHS番号ポータビリティ(MNP)を利用して、他社の携帯電話番号⇔2in1のBナンバーに変更できますか?",ContractBilling
"携帯電話・PHS番号ポータビリティ(MNP)を利用してを新規契約する場合、どこでできますか?",ContractBilling
"携帯電話・PHS番号ポータビリティ(MNP)を利用して他社へ変更した場合、で利用していた割引ServiceやオプションServiceはどうなりますか?",ContractBilling
"携帯電話の価格はいくらですか?",ContractBilling
"携帯電話の解約携帯電話・PHS番号ポータビリティ(MNP)による解約をした場合、の分割払い(個別信用購入あっせん契約割賦販売契約)の分割支払金分割払金はどうなりますか?",ContractBilling
"携帯電話の解約は、どこでできますか?",ContractBilling
"携帯電話は、同一名義で何回線まで新規契約できますか?",ContractBilling
"携帯電話を休止する手続きについて教えてください。",ContractBilling
"携帯電話を拾った場合、どうしたらいいですか?",ContractBilling
"携帯電話を解約した場合、ポイントポイント(期間・用途限定)ポイントは引き続き利用できますか?",ContractBilling
"携帯電話を解約すると、端末内にある電話帳データや送信受信メールは消えてしまいますか?",ContractBilling
"改称について教えてください。",ContractBilling
"改称の手続きは、どこでできますか?",ContractBilling
"新規契約と同時に一括請求に加わる場合、代表回線と同じ口座振替クレジットカード払いの手続きをする必要がありますか?",ContractBilling
"新規契約の手数料はいくらですか?",ContractBilling
"新規契約は、代理人でも手続きできますか?",ContractBilling
"旧料金プランからバリュープランベーシックプランへ変更した場合、いちねん割引はどうなりますか?",ContractBilling
"未成年者が新規契約する際に、親権者(法定代理人)が同意書に記入する内容を教えてください。",ContractBilling
"未成年者名義で、親権者の同意が必要な手続きをします。親権者の本人確認書類は何が必要ですか?",ContractBilling
"未成年者名義で新規契約の手続きをする場合、何が必要ですか?",ContractBilling
"未成年者名義の機種変更契約変更は、親権者の確認書類や同意書が必要ですか?",ContractBilling
"本人確認書類として利用する「公共料金領収証」について教えてください。",ContractBilling
"機種変更契約変更した場合、携帯電話の端末暗証番号は引き継がれますか?",ContractBilling
"機種変更契約変更の手続きについて教えてください。",ContractBilling
"機種変更する場合、現在利用中の総合プランパケット定額Serviceは継続できますか?",ContractBilling
"機種変更する場合、登録しているマイメニューはどうなりますか?",ContractBilling
"機種変更や契約変更をする場合、解約金はかかりますか?",ContractBilling
"機種変更や解約をする場合、今まで使用していた携帯電話はどうなりますか?",ContractBilling
"死亡した家族が契約していた携帯電話を、自分がそのまま利用することはできますか?",ContractBilling
"法人名義で新規契約する場合、何が必要ですか?",ContractBilling
"海外赴任などで長期間携帯電話を休止して、帰国後に以前と同じ携帯電話番号を利用することはできますか?",ContractBilling
"番号えらべるServiceについて教えてください。",ContractBilling
"登録された利用者情報は、どこにどのような情報が提供されますか?",ContractBilling
"端末(機種)利用期間の確認方法を教えてください。",ContractBilling
"紛失したの携帯電話が拾得物として警察に届けられた場合、から連絡はありますか?",ContractBilling
"結婚して名字と住所が変わりました。どうしたらいいですか?",ContractBilling
"継続利用期間について教えてください。",ContractBilling
"自分の契約内容を確認することはできますか?",ContractBilling
"親権者の同意が必要な手続きをする場合、既婚の未成年者でも親権者の同意は必要ですか?",ContractBilling
"親権者の同意書は、捺印が必要ですか?",ContractBilling
"解約したの携帯電話に電話をかけた場合、どのようなガイダンスが流れますか?",ContractBilling
"解約する場合、解約月の利用料金はその場で精算になりますか?",ContractBilling
"解約後、利用していた携帯電話を持ち帰ることはできますか?",ContractBilling
"解約後に請求される、利用料金の支払い方法を教えてください。",ContractBilling
"請求書等の送付先住所を変更した場合、いつから新しい住所へ送付されますか?",ContractBilling
"連絡先番号案内Serviceを利用する場合、料金はかかりますか?",ContractBilling
"運転免許証など本人確認書類に記載されている住所が旧住所の場合でも、新規契約の本人確認書類として利用できますか?",ContractBilling
"電子交付された申込書のお客様控え(電子帳票)は、どこで確認できますか?",ContractBilling
"電話機購入時確認サイトについて教えてください。",ContractBilling
"電話番号保管メールアドレス保管で、電話番号メールアドレスを保管できる期間を教えてください。",ContractBilling
"電話番号保管メールアドレス保管について教えてください。",ContractBilling
"電話番号保管メールアドレス保管中です。メールアドレス保管のみを解除できますか?",ContractBilling
"電話番号保管と、解約の違いを教えてください。",ContractBilling
"電話番号保管の申込み解除は、どこでできますか?",ContractBilling
"電話番号保管の申込み解除は、海外から手続きできますか?",ContractBilling
"電話番号保管を申込みした場合、ベーシックコース解除料や、の分割払い(個別信用購入あっせん契約割賦販売契約)の分割支払金分割払金の残額はどうなりますか?",ContractBilling
"電話番号保管を申込みした場合、割引Serviceや利用していたServiceはどうなりますか?",ContractBilling
"電話番号保管を申込みした場合、定期契約型の料金プラン割引Serviceの、解約金はかかりますか?",ContractBilling
"電話番号保管を申込みした場合、月々サポートはどうなりますか?",ContractBilling
"電話番号保管中に、利用できるServiceを教えてください。",ContractBilling
"電話番号保管中に、毎月の利用料金の支払い方法は変更できますか?",ContractBilling
"利用料金はいくらですか。",ContractBilling
"「ご利用料金の確認」では、どのような内容を確認できますか?",ContractBilling
"「ご利用料金の確認」で確認した料金と、実際の請求金額が違うのはどうしてですか?",ContractBilling
"「ご利用料金の確認」と「料金明細Service」では、それぞれどのような内容が確認できますか?",ContractBilling
"「ご利用料金の確認」について教えてください。",ContractBilling
"「データ通信量のお知らせ」という内容のメールが届きました。これは何ですか?",ContractBilling
"「口座振替のご案内」「ご利用料金のご案内」の郵送希望申込みをしたい場合、どうしたらいいですか?",ContractBilling
"My Siteの「ご利用料金の確認」ご利用額お知らせメールで、支払い期限(口座振替日・引き落とし日)は確認できますか?",ContractBilling
"My Siteの「ご利用料金の確認」で、利用内訳や料金明細内訳の印刷はできますか?",ContractBilling
"My Siteの「ご利用料金の確認」や請求内訳のパケット通信料の項目に、「計1億パケット以上でした。」と表示されていた場合、詳細は確認できますか?",ContractBilling
"My Siteの「ご利用料金の確認」や請求書等に表示されている、請求内訳名と内容について教えてください。",ContractBilling
"My Siteの「料金のお支払い・お支払い状況照会」から、の利用料金を支払うことはできますか?",ContractBilling
"Pay-easy(ペイジー)で利用する5桁の「確認番号」は、どこで確認できますか?",ContractBilling
"Pay-easyを利用する場合、申込みは必要ですか?",ContractBilling
"Web料金明細Service料金明細送付Serviceの廃止は、どこでできますか?",ContractBilling
"Web料金明細Serviceと、ビリングServiceの料金明細内訳の違いを教えてください。",ContractBilling
"Web料金明細Serviceについて教えてください。",ContractBilling
"Web料金明細Serviceは、ファミリー割引グループ内の他回線の料金明細内訳を閲覧できますか?",ContractBilling
"WORLD CALL・WORLD WINGの料金明細内訳書の見方を教えてください。",ContractBilling
"ご利用額お知らせメールについて教えてください。",ContractBilling
"ご利用額お知らせメールに記載されたURLにアクセスできないのは、どうしてですか?",ContractBilling
"ご利用額お知らせメールを、登録変更廃止確認する操作方法を教えてください。",ContractBilling
"ご利用額お知らせメールを登録しましたが仮登録確認メールが届きません。どうしたらいいですか?",ContractBilling
"Serviceの申込み廃止は、どこでできますか?",ContractBilling
"データモードアクセス履歴検索Serviceの、ワンタイムパスワード(認証キー)の取得方法を教えてください。",ContractBilling
"データモードの廃止と同時にデータモードを申込みしてメールアドレスを引き継ぎました。ご利用額お知らせメールの設定も引き継がれますか?",ContractBilling
"データ通信・パケット通信の料金明細内訳書の見方を教えてください。",ContractBilling
"データ通信専用プランパケット定額Serviceの対象となるデータ量は、料金明細内訳にどのように表示されますか?",ContractBilling
"データ量到達通知Serviceについて教えてください。",ContractBilling
"データ量到達通知Serviceの申込み廃止は、どこでできますか?",ContractBilling
"ナビダイヤル(0570)テレドーム(0180)を利用した際にかかる、他社接続Service通信料について教えてください。",ContractBilling
"の利用代金の領収証は、再発行できますか?",ContractBilling
"の利用料金の支払い方法をクレジットカード払いにした場合、請求内訳は送付されますか?",ContractBilling
"の利用料金の支払い方法をクレジットカード払いにしています。クレジットカードを紛失して利用を停止した場合、どうなりますか?",ContractBilling
"の利用料金の支払い方法を口座振替にしているのに、請求書が送られてきたのはどうしてですか?",ContractBilling
"の利用料金の支払い方法を請求書払いにしています。今月だけクレジットカードで支払うことはできますか?",ContractBilling
"の利用料金の請求書や、「口座振替のご案内」「ご利用料金のご案内」の郵送を希望している場合、発行手数料はいくらですか?",ContractBilling
"の利用料金は、支払い期限を過ぎた請求書でも支払えますか?",ContractBilling
"パケットパックの対象となるデータ量は、料金明細内訳にどのように表示されますか?",ContractBilling
"パケット定額Serviceの対象となるデータ量は、料金明細内訳にどのように表示されますか?",ContractBilling
"ファミリー割引の副回線は、ビリングServiceを申込みできますか?",ContractBilling
"ユニバーサルService制度について教えてください。",ContractBilling
"ユニバーサルService料について教えてください。",ContractBilling
"一定額到達通知Serviceについて教えてください。",ContractBilling
"一定額到達通知Serviceの申込み廃止は、どこでできますか?",ContractBilling
"一括請求で料金明細送付Serviceを利用しています。料金明細内訳書の送付先を請求書等と別々にできますか?",ContractBilling
"一括請求について教えてください。",ContractBilling
"一括請求の代表回線の変更は、どこでできますか?",ContractBilling
"一括請求の手続きは、どこでできますか?",ContractBilling
"一括請求を組んでいます。代表回線子回線がMy Siteの「ご利用料金の確認」で確認できる内容を教えてください。",ContractBilling
"一括請求を組んでいる代表回線子回線の料金明細Serviceは、My Site(パソコン版)で確認できますか?",ContractBilling
"今月利用したデータ通信量パケット通信量は、確認できますか?",ContractBilling
"今月利用した無料通信分は、確認できますか?",ContractBilling
"伝言メモに録音されたメッセージを再生する場合、通話料はかかりますか?",ContractBilling
"利用料金の支払いが遅れた場合、延滞利息はかかりますか?",ContractBilling
"利用料金の支払い方法が口座振替の場合、振替日(引き落とし日)はいつですか?",ContractBilling
"利用料金は、どこで支払いできますか?",ContractBilling
"利用料金は、請求書が手元にない場合や紛失した場合でも、支払いできますか?",ContractBilling
"口座振替の手続き(申込み引き落とし口座の変更)は、どこでできますか?",ContractBilling
"口座振替の手続きに必要な書類は、どこでもらえますか?",ContractBilling
"名義変更承継の手続きをした場合、My Siteの「ご利用料金の確認」の案内はどうなりますか?",ContractBilling
"名義変更や承継の手続きをした場合、Web料金明細Service料金明細送付Serviceは引き継がれますか?",ContractBilling
"家族名義など他回線の請求内訳や料金明細内訳は、My Siteで確認できますか?",ContractBilling
"情報料の料金明細内訳書の見方を教えてください。",ContractBilling
"携帯電話の利用料金の支払いに、テレホンカードや金券は利用できますか?",ContractBilling
"携帯電話の利用料金の締め日と、支払い期限(口座振替日・引き落とし日)はいつですか?",ContractBilling
"携帯電話の購入代金を、クレジットカードで支払うことはできますか?",ContractBilling
"支払証明書の証明金額の合計が5万円を超えているのに、収入印紙が貼られていないのはどうしてですか?",ContractBilling
"支払証明書やご利用料金証明書の発行手続きは、どこでできますか?",ContractBilling
"料金明細Serviceについて教えてください。",ContractBilling
"料金明細Serviceの申込みは、どこでできますか?",ContractBilling
"料金明細内訳は、データモードから確認できますか?",ContractBilling
"料金明細発行Serviceについて教えてください。",ContractBilling
"料金明細送付Serviceについて教えてください。",ContractBilling
"月途中にプラン変更しました。変更月の通話料は「ご利用料金の確認」でどのように案内されますか?",ContractBilling
"未納料金を確認する方法を教えてください。",ContractBilling
"残高不足などにより口座振替不能になったの利用料金は、再振替されますか?",ContractBilling
"毎月の利用料金の請求(請求書口座振替のご案内ご利用料金のご案内)は、いつ頃届きますか?",ContractBilling
"毎月の利用料金は、コンビニエンスストアからクレジットカードで支払うことはできますか?",ContractBilling
"毎月の利用料金を、クレジットカード払いにできますか?",ContractBilling
"毎月の利用料金をクレジットカード払いにしています。クレジットカードの変更は、どこでできますか?",ContractBilling
"毎月の利用料金をクレジットカード払いにしているのに、請求書が届くのはどうしてですか?",ContractBilling
"毎月の利用料金を支払っているクレジットカードの有効期限が更新された場合、で手続きは必要ですか?",ContractBilling
"毎月の携帯電話料金の支払いに利用している口座情報クレジットカード情報は、確認できますか?",ContractBilling
"毎月の支払い方法の変更は、どこでできますか?",ContractBilling
"用途別集計Serviceについて教えてください。",ContractBilling
"確定申告などに必要となる、書類(支払証明書ご利用料金証明書)について教えてください。",ContractBilling
"解約した携帯電話の料金明細内訳は、確認できますか?",ContractBilling
"解約後も、My Siteの「ご利用料金の確認」は閲覧できますか?",ContractBilling
"解約後も、ご利用額お知らせメールは届きますか?",ContractBilling
"請求書等が届かないのはどうしてですか?",ContractBilling
"請求書等の見方を教えてください。",ContractBilling
"請求金額や利用内訳は、どこで確認できますか?",ContractBilling
"迷惑メール対策の「指定受信拒否設定」をしている場合、ご利用額お知らせメールは受信できますか?",ContractBilling
"通話・通信の料金明細内訳書の見方を教えてください。",ContractBilling
"通話履歴(いつ、どこへ、どれだけ電話をかけたか)の記録は、確認できますか?",ContractBilling
"金融機関の口座名義を改称した場合、の利用料金を支払っている口座名義の変更手続きも必要ですか?",ContractBilling
"高額なパケット通信料の請求がきました。どうしたらいいですか?",ContractBilling
"高額利用案内(請求内容のご確認)について教えてください。",ContractBilling
"契約変更、請求先変更、料金プラン変更も本サイトから手続き可能ですか。",ContractBilling
"契約条件を教えてください。",ContractBilling
"契約内容について",ContractBilling
"支払いについて",ContractBilling
"支払い方法について",ContractBilling
"誤請求",ContractBilling
"請求明細について",ContractBilling
"請求明細の間違い",ContractBilling
"請求書に誤記？",ContractBilling
"請求書の再発行について",ContractBilling
"請求書の振込先について",ContractBilling
"請求書の確認",ContractBilling
"請求期限切れの支払いについて",ContractBilling
"請求金額について",ContractBilling
"配送中のProduct破損",ContractBilling
"領収書の記載について",ContractBilling
"月額料金はいくらですか？",ContractBilling
"ADSL、バリュープランの違いを教えてください。",ContractBilling
"どのようなServiceですか？",ContractBilling
"光コースを解約した場合、解除料（違約金）はかかりますか？",ContractBilling
"毎月の支払額はいくらになりますか？（2017年2月28日以前にお申し込みのお客さま）",ContractBilling
"「光 with フレッツ」と「光 フレッツコース」の違いは何ですか？",ContractBilling
"どのようなServiceですか？",ContractBilling
"途中でバリューパックを解除するとタブレットはどうなりますか？",ContractBilling
"申し込みから開通までの流れについて教えてください。",ContractBilling
"転用する時にかかる品目変更の手数料・工事費はいくらですか？",ContractBilling
"光コースの月額料金を教えてください。",ContractBilling
"オプションServiceはいくらですか？",ContractBilling
"光 with フレッツとはどのようなServiceですか？",ContractBilling
"光コース プレミアムを2年契約で利用しています。契約満了月（解除料がかからない月）以外に解約するといくらかかりますか。",ContractBilling
"解約時に解除料はかかりますか？",ContractBilling
"途中でプレミアムプランを解除した場合、解除料はかかりますか？",ContractBilling
"月額いくらかかりますか？",ContractBilling
"毎月の支払額はいくらになりますか？（2017年3月1日以降お申し込みのお客さま）",ContractBilling
"どのようなServiceですか？",ContractBilling
"バリューパック（for Mobile）とはどのようなServiceですか？",ContractBilling
"プレミアムと一緒に申し込む場合と別々で申し込む場合、どちらがおトクですか？",ContractBilling
"支払い方法について教えてください。",ContractBilling
"月額料金を教えてください。",ContractBilling
"光 フレッツコースの利用料金を教えてください。",ContractBilling
"ADSL Serviceから光 with フレッツに乗り換えた場合、フォンは使えますか？",ContractBilling
"解約した場合、解除料はかかりますか？",ContractBilling
"対象Serviceを教えてください。",ContractBilling
"電話加入権不要タイプとはなんですか？",ContractBilling
" 光 ファミリー・ライトとは月額料金はいくらですか？",ContractBilling
"IPv6 IPoE + IPv4 （IPv6高速ハイブリッド）接続方式を利用すると別途料金が発生しますか？",ContractBilling
"料金プラン(定期契約あり)の契約満了月は、いつですか?",ContractBilling
"フレッツ光のどのServiceに申し込みをしているかわかりません。",ContractBilling
"どこで申込みできますか？",ContractBilling
" 光 ファミリー・ライトとはどのようなServiceですか？",ContractBilling
"解除方法を教えてください。",ContractBilling
"光セットアップサポートとはどんなサポートがありますか？",ContractBilling
"申込方法を教えてください。",ContractBilling
"「基本Service（プレミアム）」「プレミアム」と「プレミアム」の違いはなんですか？",ContractBilling
"解除される場合はありますか？",ContractBilling
"光セットアップサポートとはService内容を教えてください",ContractBilling
"ADSLは電話とインターネットを同時に利用できるのですか？",ContractBilling
"ウォレットとは何ですか？",ContractBilling
"契約期間を変更することはできますか？またその際の費用も教えてください。",ContractBilling
"月額料金はいくらですか？",ContractBilling
"ADSL、バリュープランの違いを教えてください。",ContractBilling
"どのようなServiceですか？",ContractBilling
"光コースを解約した場合、解除料（違約金）はかかりますか？",ContractBilling
"毎月の支払額はいくらになりますか？（2017年2月28日以前にお申し込みのお客さま）",ContractBilling
"「光 with フレッツ」と「光 フレッツコース」の違いは何ですか？",ContractBilling
"どのようなServiceですか？",ContractBilling
"途中でバリューパックを解除するとタブレットはどうなりますか？",ContractBilling
"申し込みから開通までの流れについて教えてください。",ContractBilling
"転用する時にかかる品目変更の手数料・工事費はいくらですか？",ContractBilling
"光コースの月額料金を教えてください。",ContractBilling
"オプションServiceはいくらですか？",ContractBilling
"光 with フレッツとはどのようなServiceですか？",ContractBilling
"光コース プレミアムを2年契約で利用しています。契約満了月（解除料がかからない月）以外に解約するといくらかかりますか。",ContractBilling
"解約時に解除料はかかりますか？",ContractBilling
"途中でプレミアムプランを解除した場合、解除料はかかりますか？",ContractBilling
"月額いくらかかりますか？",ContractBilling
"毎月の支払額はいくらになりますか？（2017年3月1日以降お申し込みのお客さま）",ContractBilling
"どのようなServiceですか？",ContractBilling
"バリューパック（for Mobile）とはどのようなServiceですか？",ContractBilling
"プレミアムと一緒に申し込む場合と別々で申し込む場合、どちらがおトクですか？",ContractBilling
"支払い方法について教えてください。",ContractBilling
"月額料金を教えてください。",ContractBilling
